"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","X","t_test_p_value"
"Q86TU7",-1.2185677,-1.2582837,-0.8887333,-0.8517345,-0.8140044,-0.982544,-0.9789406,-1.0419876,-1.0984145,-0.8962089,-1.1026419,-0.5676097,-0.8051831,-0.8049212,-0.782278,-0.8356517,NA,0.00924852259441678
"Q86TV6",0.268783107,-0.016506819,0.005933329,0.2771525,0.086151531,0.254896423,0.277100599,0.078775103,0.240413262,0.272988169,0.323896969,0.273167172,0.328567516,0.183798816,0.218741776,0.253062305,NA,0.194351455811871
"Q86TX2",-0.007768449,0.260656389,-0.10245709,0.566299446,0.904966314,0.437289903,0.454447745,0.304366268,0.632371062,0.344873533,0.594465155,0.346761773,0.451928628,0.411766556,0.793814863,0.647617517,NA,0.271808478629335
"Q86U28",-0.1596032,-0.626191,-0.7051132,-0.407707,-1.3356312,-1.1610838,-0.4673202,-1.2316589,-0.758905,-0.7321789,-0.5943041,-1.0108724,-1.6586479,-0.6421618,-0.4870729,-0.554519,NA,0.0728346475057361
"Q86U42",-0.4899607,-0.5222591,-0.9030912,0.4388457,0.5335273,0.4014688,0.2248756,0.2537503,-0.7008743,-0.5371376,-0.4431537,-0.2823289,-0.3824599,-0.3065426,-0.3469479,-0.5355356,NA,0.129879310886651
"Q86UE4",0.09950287,0.64172272,0.37219788,0.2992351,0.36524532,0.17763793,0.16109253,0.27470867,-0.04301648,0.11655438,0.19140217,0.32847916,0.30296453,0.07141644,0.27741728,0.18345733,NA,0.295430656570039
"Q86UL8",-0.51247891,-0.73097724,-0.70448799,-1.04807298,-1.0397109,-0.70451271,-0.67028518,-0.6869886,-0.37362367,-0.26050574,-0.23313857,-0.07029198,-0.61307156,-0.37726964,-0.19435676,-0.18848766,NA,0.00121411232247684
"Q86UN3",-0.6842553,-0.4771361,-0.9420303,-0.9602039,-1.1524682,-0.453383,-0.9767785,-0.9632255,-1.2869962,-1.0968443,-0.6338774,-1.6969858,-1.2152106,-2.4941664,-1.2447369,-1.685468,NA,0.121930743278067
"Q86UP2",0.7195152,0.8367635,0.7285612,0.4555414,0.5086191,0.351153,0.4826195,0.3464428,0.4121536,0.3845048,0.4295291,0.3755218,0.6150659,0.6117232,0.672966,0.4368783,NA,0.560087640108308
"Q86UR5",-0.340581342,-0.361116425,-0.37634315,-0.084074442,-0.007424385,-0.055348114,-0.144535683,-0.09704958,-0.269634626,-0.27779378,-0.080776066,-0.250904897,-0.059122634,-0.586551195,-0.499351828,-0.317505998,NA,0.0384311573584474
"Q86UU1",-0.9449978,-0.241297,-0.1039287,-0.6335274,-0.4752556,-0.6216105,-0.7095485,-0.8524353,-0.778354,-0.7681006,-1.6331887,-1.185868,-1.5108281,-0.3501733,-0.8301264,-0.5789044,NA,0.846680369766388
"Q86UW7",0.113277178,1.448326973,-0.26112772,-0.121505558,-0.036282784,0.00014915,-0.216675697,-0.375323752,-0.079230816,-0.04177939,-0.34807076,-0.319026249,0.02038671,-0.078357131,-0.243349397,-0.205450174,NA,0.328024432240425
"Q86UW8",0.45925909,0.41063906,-0.22233995,0.37027646,0.49427484,0.319402,0.16098345,0.32504571,0.13982194,-0.17980868,0.03668789,0.05892431,0.06426717,0.23519748,0.16409817,0.30289768,NA,0.863888646465501
"Q86UX6",-0.5488403,-0.9788999,-1.8800286,-0.6243585,-0.411053,-0.6247124,-0.6098992,-0.5472563,-0.7765275,-0.7652803,-0.6603733,-0.6381192,-0.7154131,-2.2185067,-0.8480297,-0.6267408,NA,0.489199709683006
"Q86UY8",-0.31679691,-0.60854899,-0.26738409,0.07630453,0.09531517,-0.22172743,-0.05054546,-0.24383546,-0.40235602,-0.5303827,-0.26248442,-0.24841945,0.15661584,-0.25208134,0.04187418,-0.23492343,NA,0.685368854257347
"Q86V48",-0.8090402,-0.5252582,-1.0820994,-1.1026026,-0.931881,-0.9797216,-1.2608161,-0.8554151,-1.1330025,-1.0335803,-1.5758293,-1.1232892,-0.9982633,-1.0267973,-1.2231245,-0.572764,NA,0.851098951305978
"Q86V81",-0.7179098,-0.9028304,-0.3206245,-0.7448426,-0.4091028,-0.8878775,-0.3449459,-0.3410881,-0.3256667,-0.6997787,-0.2382158,-0.6657756,-0.1192122,-0.3091613,-0.1682682,-0.3779571,NA,0.0532513085802211
"Q86VB7",-0.7702361,-1.1300533,-0.9650454,-2.0915044,-1.3063764,-2.1508847,-1.9575828,-0.7735649,-0.9395552,-0.4632085,-1.0733992,-1.2788744,-1.1439891,-0.8506318,-0.5904392,-2.506307,NA,0.888049903276177
"Q86VP3",-1.2177046,-0.5223306,-0.4770384,-0.7065081,-0.5716233,-0.7816055,-1.6351154,-1.0255562,-0.868376,-0.6583662,-0.628501,-0.8569862,-0.5446878,-0.6947054,-0.7675872,-0.6913988,NA,0.459180682024933
"Q86VP6",1.601829,1.676375,1.489171,1.603357,1.512214,1.590125,1.532998,1.578442,1.564834,1.577966,1.604414,1.640515,1.635661,1.638494,1.581975,1.60678,NA,0.163544017043746
"Q86VR2",-0.9252027,-0.8814378,-0.8171083,-1.201858,-1.0400974,-1.1713375,-0.9135278,-0.8371375,-0.9257534,-0.6459072,-0.5888359,-0.4976009,-0.7139845,-1.1473992,-0.863529,-0.7882533,NA,0.760607383096112
"Q86VS8",-0.44682767,-0.10229264,-0.35587375,-0.30820114,-0.23944443,-0.17344997,-0.44462975,-0.45832714,-0.28609599,-0.20434278,-0.07357418,-0.3738736,-0.52896498,0.28812018,-0.32295918,0.17405058,NA,0.204674294488935
"Q86VU5",-1.3235567,-0.9142118,-0.8054575,-0.9708335,-1.0567587,-1.0659969,-0.7266047,-0.6716014,-0.9454633,-0.7954734,-1.0932627,-0.8831847,-1.2445743,-1.259616,-0.9668207,-1.1408611,NA,0.0910286892870969
"Q86VW0",-0.5031966,-0.6193439,-0.3598269,-0.6063749,-0.4414962,-0.8105686,-0.6933075,-0.9484196,-0.7533451,-1.0365216,-0.7127361,-0.6577793,-0.6091095,-0.7605116,-0.9069032,-0.6932135,NA,0.196516671139572
"Q86W92",-1.0244339,-0.6358706,-0.6351402,-1.0252173,-1.021698,-1.2335517,-1.2566759,-1.1164634,-1.5319614,-1.1754337,-0.9687253,-1.2069344,-1.4016562,-1.7175558,-0.964282,-1.3167356,NA,0.33755064439243
"Q86WA6",-0.8196538,-0.5191799,-1.2692047,-0.4692024,-0.5190035,-0.3037055,-0.4269032,-0.9356845,-1.4074301,-0.9464639,-0.9179094,-1.0859517,-0.9185826,-1.0933311,-1.1476022,-0.774054,NA,0.184714508291403
"Q86WG3",-0.136428357,-0.285813688,-1.198677115,-0.681335693,-0.019412978,0.110589387,-0.000479339,0.066993908,0.015905302,0.064384186,0.144840946,0.509457248,0.254119664,-0.335102545,-0.321732592,-0.024899262,NA,0.912486059479686
"Q86X10",-1.1764477,-0.9021566,-0.3915918,-0.4968113,-0.3350537,-0.4186418,-0.3707928,-0.2729378,-0.3743344,-0.534595,-0.2656781,-0.2854532,-0.4631927,-0.4007849,-0.6339049,-0.3682434,NA,0.84491220929025
"Q86X55",0.0494533,0.21041367,0.37001677,0.0915016,0.27375349,0.03086569,-0.15281218,-0.013194,-0.0274118,-0.16280076,-0.07487993,-0.11937266,-0.07813567,-0.06492417,-0.31642659,-0.09862866,NA,0.0526734877740491
"Q86X76",0.267992595,0.579882367,0.398438304,0.511269209,0.283595607,0.37051385,0.090051288,0.209052119,0.021645056,-0.208381782,0.003463445,-0.455770352,-0.416001503,0.195222659,0.270646728,0.076851307,NA,0.193635020784355
"Q86XD5",-0.5176419,-0.8787103,-0.5230722,-0.6545056,-0.5475597,-0.3810175,-0.7039272,-0.6564739,-1.1405652,-0.5808322,-0.5334434,-0.5025585,-0.5609082,-1.1430102,-1.0682044,-0.7383132,NA,0.118246430263278
"Q86XE3",-0.6691752,-0.8482066,-0.9781095,-0.7730868,-0.7912597,-0.7360674,-0.9873976,-0.7973426,-0.9782548,-0.9626483,-0.7326037,-0.8249315,-0.5865003,-0.995983,-1.221819,-1.07987,NA,0.0439903339817585
"Q86Y39",0.7261516,0.4473482,0.375202,0.7328591,0.6399527,0.5515715,0.5224488,0.5884787,0.3658116,0.4160287,0.3892693,0.403097,0.2315392,0.2426512,0.2232128,0.3429565,NA,0.00255704891146892
"Q86Y82",0.556727,0.3653716,0.4107493,0.2804259,0.3456219,0.1707983,0.1354996,0.282785,0.3111407,0.323738,0.2504553,0.3262916,0.2181585,0.5400679,0.1571415,0.3984844,NA,0.565647500684998
"Q86YM7",0.6068003,0.3204096,0.4464753,0.6957563,0.699173,0.6301435,0.4569038,0.6468141,0.2606261,0.2322193,0.5175553,0.2670711,0.4212254,0.2636426,0.2721977,0.3640802,NA,0.0110383157374693
"Q86YQ8",-0.8174232,-0.6722274,-1.5198507,-0.5622736,-0.3609294,-0.6064005,-0.3244118,-0.5296549,-0.7026809,-1.1230282,-0.6178974,-0.4575541,-0.3762339,-0.7925257,-0.933836,-0.7686119,NA,0.256913866471205
"Q86YR5",-0.9719793,-1.3475435,-1.115036,-1.0556436,-0.7957424,-1.1758941,-0.953103,-0.672842,-0.7821668,-0.7308608,-0.5183406,-0.5159406,-0.825714,-0.7901441,-0.6811244,-0.5892361,NA,0.0158122123388855
"Q86YS7",0.26983129,0.42642737,0.03543594,0.42023267,0.35192484,0.25074927,0.23652439,0.21919894,0.3613832,0.16514459,0.43595395,0.37627487,0.34730775,0.36973854,0.42128598,0.37518818,NA,0.0708141360897214
"Q8IU85",0.36882475,-0.03609392,-0.18738149,0.00585229,-0.19704317,0.25165943,0.13759136,-0.09417843,0.36199062,0.27807149,0.37545452,0.34485062,0.34477224,0.34900597,0.29976114,0.27076493,NA,0.00616727364313585
"Q8IUD2",-0.8238367,-1.3482434,-1.3090146,-0.7665525,-1.1421523,-1.4679975,-0.9371128,-1.2194447,-0.8588845,-0.8225641,-0.6650836,-0.7315852,-0.785042,-0.6407153,-0.7099713,-0.7268743,NA,0.00147171950616978
"Q8IUR7",-0.6800806,-0.6461954,-0.4419675,-0.30103,-0.1990998,-0.3231547,-0.3932146,-0.3562868,-0.5299432,-0.3730406,-0.2744712,-0.144338,-0.4389564,-0.3518363,-0.2962201,-0.3248873,NA,0.188928277546898
"Q8IV01",-0.2851274,-0.19676617,0.04945113,0.06103547,0.17930944,-0.22194622,0.02626938,0.29817898,0.1284842,-0.33019374,0.18638424,-0.04877805,0.32114557,-0.2235599,-0.34896089,0.08643525,NA,0.253642650498802
"Q8IV08",-0.43853234,-1.11982325,-0.72379842,-0.58027121,0.08329464,-0.08177026,-0.04254102,-0.03878013,-0.09192547,-0.30968493,0.05900166,-0.17216986,-0.01483078,-0.0659544,-0.13835365,-0.1166848,NA,0.198600025114588
"Q8IV38",0.02197042,-0.01876281,0.07243246,0.1972039,0.04284813,0.09913476,0.11462325,0.16631528,0.10955068,-0.03607072,-0.09457551,-0.20870654,0.17514092,-0.24881186,-0.19572054,-0.03693283,NA,0.0411230944108117
"Q8IV50",-0.6612699,-0.704043,-1.1478539,-0.6326085,-0.6010462,-0.4664589,-0.4606787,-0.4259467,-1.0251615,-0.7636805,-1.1781615,-0.7793046,-0.8068489,-1.0337954,-0.832827,-0.7525579,NA,0.17618093679267
"Q8IVD9",0.22652945,0.28356022,0.0912202,0.20285842,0.21264049,0.33870567,0.32420139,0.32419503,0.20221943,0.16085337,0.30307486,0.24075466,0.30215775,0.21465873,0.01376074,0.11143188,NA,0.127785590638908
"Q8IVF2",0.30776778,1.10229535,0.6115385,0.49529071,0.48099646,0.53743609,0.55446187,0.37910191,0.48817747,0.20903026,0.36824559,0.31272959,0.72172197,0.46828354,0.08271261,0.4534272,NA,0.178422763824199
"Q8IVF5",-1.2184514,-0.8576788,-0.8517268,-0.7382355,-0.7670775,-1.2885544,-0.866348,-0.5619216,-0.4051342,-0.4908651,-0.4247422,-0.183822,-0.646537,-0.5822877,-0.4893447,-0.3274661,NA,0.0256446941700926
"Q8IVH8",-2.281639,-1.88184,-2.04694,-1.701467,-1.70731,-1.737821,-1.762612,-1.68561,-2.078183,-1.997611,-1.988076,-1.559968,-2.558577,-1.581156,-1.767327,-1.881762,NA,0.477884457461877
"Q8IVN3",-0.5871107,-0.301476,-1.1127652,-1.4358715,-1.3679919,-1.7661932,-1.7013384,-2.1203008,-0.9917201,-1.2025283,-1.6010984,-0.9585006,-1.6210854,-1.3206715,-1.4896153,-1.5623575,NA,0.620676800190779
"Q8IVP5",-0.7998702,-0.8604386,-0.6946244,-0.7779938,-0.9713699,-0.6417074,-0.6264645,-0.6877198,-0.7904038,-1.0948292,-0.3838859,-0.5157248,-0.7126119,-0.9846155,-0.7319427,-0.6780528,NA,0.713960982276964
"Q8IVT5",-1.611886,-1.209408,-1.318415,-1.313246,-1.634798,-1.417609,-1.541545,-1.54772,-1.392862,-1.496588,-1.300822,-1.106224,-1.559931,-2.019693,-1.746435,-1.4723,NA,0.167139382730897
"Q8IW45",0.54282,0.6486476,0.445722,0.4018746,0.5588284,0.5209951,0.5870459,0.5049406,0.5001883,0.463659,0.4297723,0.4316753,0.5551497,0.4665701,0.4955392,0.4765453,NA,0.188131611826885
"Q8IWA5",0.3954064,0.2907986,0.2492714,0.4342932,0.3174778,0.4520902,0.3895372,0.207028,0.4661204,0.4869456,0.3097546,0.4647487,0.4762848,0.562913,0.5190721,0.3717206,NA,0.126899948687452
"Q8IWB7",-0.39621571,-0.46416531,-0.43237229,-0.2663648,-0.11994958,-0.33594925,-0.05282633,-0.21326532,-0.4973875,-0.21103629,-0.43899625,-0.45755412,-0.7268401,-0.99858437,-0.58345906,-0.43861762,NA,0.142742127735439
"Q8IWQ3",0.21507519,0.28824312,-0.12546399,0.10732396,0.18062249,0.14645099,-0.02316292,0.02522879,-0.01395863,-0.23938465,-0.0569291,-0.68525272,0.20625598,-0.27214218,-0.19155635,0.03554503,NA,0.124721249748738
"Q8IWT6",-0.33775191,-0.59891465,0.10846457,-0.12385531,0.11990421,0.14124097,0.01887053,-0.2232804,-0.20025133,-0.13412719,-0.54106056,-0.16016734,0.19264376,0.04185235,0.0762906,-0.06028776,NA,0.272845559597798
"Q8IWV7",-1.0239153,-1.5235252,-0.8216173,-0.7586298,-0.760362,-0.7057474,-0.1767437,-0.971727,-0.7582244,-0.8326215,-0.5201491,-0.3979606,-0.7603444,-0.7595844,-0.5866798,-0.605469,NA,0.291471724850923
"Q8IX01",-0.6734569,-0.8506347,-0.82321,-0.5944376,-0.5163994,-0.5941826,-0.531154,-0.4804578,-0.5473936,-0.5284466,-0.3523939,-0.3270456,-0.6139174,-0.5075099,-0.5256677,-0.5194885,NA,0.0861737776514907
"Q8IXB1",-1.4942325,-1.0136647,-1.0346737,-0.8468283,-1.4196708,-1.4786801,-1.4613056,-1.3970773,-1.3514389,-1.331147,-1.1408861,-1.1255354,-1.3975557,-1.8795508,-1.8361893,-1.5316928,NA,0.017374204486883
"Q8IXI2",0.2820325,0.1372876,0.1925254,0.3519433,0.3256455,0.4194579,0.3829208,0.3569549,0.2050671,0.3622014,0.2493967,0.3109539,0.4656967,0.1109612,0.2104879,0.1779378,NA,0.0248874410480683
"Q8IXJ6",1.745166,1.88748,1.910615,1.456047,1.565039,1.523111,1.265057,1.373512,1.321838,1.435574,1.335786,1.26878,1.416793,1.68282,1.25551,1.38884,NA,0.565884307865797
"Q8IXS6",-0.301829291,-0.149886355,0.031907708,-0.208148772,0.02522583,0.024167385,0.000340654,0.060844534,-0.032286952,-0.076191006,-0.013873191,-0.17094847,-0.030833581,-0.277664232,-0.250096647,-0.09437353,NA,0.0642049699474668
"Q8IXS8",-0.33755519,-0.48294944,-0.68440613,-0.01617546,-0.12546257,-0.0161385,-0.10373211,-0.19064744,-0.43508382,-0.45505618,-0.4812739,-0.53145134,-0.22396794,-0.53180415,-0.65193415,-0.61868527,NA,0.00567286477107765
"Q8IY17",-0.40726048,-0.94016601,-0.34778962,-0.20102369,-0.45432165,-0.31101934,-0.29600663,-0.39061877,-0.05916839,-0.17088148,-0.197029,-0.09825944,-0.07977111,-0.46661749,-0.25922585,-0.25732871,NA,0.690983439100099
"Q8IYB4",0.10799057,-0.08035855,0.32002873,0.46600114,-0.01198025,0.01462658,-0.18570935,-0.16690792,0.24756466,-0.52065693,-0.10266234,-0.25867159,0.05002183,0.19388447,-0.21154939,-0.08754311,NA,0.492176849034942
"Q8IYB5",0.309455726,0.283663493,-0.002525736,0.030709677,0.251336061,0.126421979,0.136222027,0.197453296,0.155872733,-0.212815026,0.288767739,0.060627182,0.231364115,0.136135465,-0.03609818,0.251746604,NA,0.763397647728046
"Q8IYI6",-0.16123091,-0.39589435,-0.04754139,-0.26748086,-0.11176076,-0.20704527,-0.21146869,-0.00835626,-0.43865726,-0.33011434,-0.19560019,-0.21264923,-0.02100326,-0.13973089,-0.27780933,-0.22030237,NA,0.981838154184044
"Q8IYQ7",0.09740494,-0.21007893,-0.28990775,0.02803611,-0.09675245,0.04115774,-0.18030478,-0.12559383,-0.04813815,-0.07733766,0.10472852,0.03290844,0.13047132,-0.04526369,0.03526099,-0.07502204,NA,0.158969209618579
"Q8IYT4",0.4965153,0.6102341,0.1997015,0.3420873,0.309185,0.3436182,0.3940655,0.3016942,-0.986374,-1.0337513,0.4069288,0.3513841,0.1523663,0.4791412,0.4581025,0.4433149,NA,0.161645033792765
"Q8IZD9",-0.2109915,-0.291405953,-0.006804915,-0.187559298,-0.123002129,0.024189961,-0.213886551,-0.01371741,-0.114713106,-0.353662377,-0.061425808,-0.074618189,-0.219612647,-0.330319365,-0.382055046,-0.161241112,NA,0.0954039310501489
"Q8IZP0",0.09720423,-0.11324939,-0.1572207,0.06583184,0.38137335,0.25551973,0.03854438,0.30215,0.1218409,0.21575264,0.31573996,0.23246373,0.15632854,0.31680297,0.28837573,0.33942224,NA,0.0206294550294926
"Q8IZQ1",-1.05735007,-1.48710579,-0.28370788,-0.20432999,-0.26997683,-0.13237523,-0.0583532,-0.99829313,0.70985046,0.20434922,0.62167642,0.30570499,0.72923188,0.04356082,-0.12103779,0.31200452,NA,0.146706902211467
"Q8IZS8",-0.3317163,-0.5988753,-0.9696708,-0.5686469,-0.6625042,-0.6681487,-0.686056,-0.718211,-0.7058589,-0.5883842,-0.4534983,-0.4693095,-0.570206,-0.6646369,-0.6829682,-0.4453838,NA,0.329789584750778
"Q8IZU2",-0.7069387,-0.9821919,-1.2303274,-1.1896659,-1.0006842,-1.1001334,-1.2807331,-0.4902002,-1.2724538,-1.1988192,-1.2966018,-1.1459756,-0.8534024,-0.9363198,-1.3384104,-1.1107515,NA,0.702690475062282
"Q8N0U8",-0.6792745,-0.8231485,-1.2018317,-0.908594,-0.9277181,-0.7250558,-0.7020429,-0.8852629,-0.7089142,-0.739381,-0.5826113,-0.4672476,-0.7690112,-0.6484839,-0.6484631,-0.5984981,NA,0.00558408808703366
"Q8N0W4",-1.5504766,-0.8085946,-1.0034243,-1.3140134,-1.6089171,-1.191524,-1.2537604,-1.0146925,-1.4005002,-1.0286827,-0.2422651,-0.4045728,-1.1395488,-1.2283847,-1.090664,-1.3717473,NA,0.806068844707341
"Q8N0X4",-0.7439575,-0.5666409,-1.0432377,-1.1866303,-0.6448657,-1.338595,-0.5490003,-0.9158708,-1.140856,-1.3889803,-0.3921487,-1.0475598,-0.8612358,-0.4976898,-0.7781666,-1.264599,NA,0.778760871200313
"Q8N0X7",0.06684848,-0.39965486,-0.35408344,-0.09045935,-0.07261769,-0.16015125,-0.13994428,-0.02062235,0.05907024,-0.32982955,0.08377728,-0.12876095,-0.66204279,-0.04419215,0.15873448,-0.10422045,NA,0.192965569147514
"Q8N111",1.1694496,1.4117233,1.0072144,1.2255179,1.1147505,1.198101,1.194517,1.19195,1.3494896,0.9791774,1.4115538,1.4309743,1.206618,0.7463324,0.7485294,1.1732581,NA,0.140759561839043
"Q8N118",-1.0379149,-0.8920262,-0.3138738,-1.0047188,-1.205015,-1.2099598,-0.8576496,-1.2752647,-1.0397662,-0.896571,-0.9843965,-1.0266799,-1.3260163,-1.0199287,-0.9470528,-1.0542578,NA,0.782552527011642
"Q8N122",-0.28240514,-0.07032776,-0.4837837,-0.49299716,-0.3844909,-0.19573666,-0.58333133,-1.09707473,-0.72973863,-0.73376118,-0.51021927,-0.78902792,-0.5061394,-0.832456,-0.78884752,-1.69101389,NA,0.166218402845357
"Q8N126",1.3747563,1.0725831,1.2598158,1.3194259,1.3485191,1.4083088,1.4072579,1.2557205,1.1794455,1.0518338,1.1465744,1.0926227,1.1216738,1.0579517,0.8815749,1.1229699,NA,0.0436539249726778
"Q8N128",-0.5967834,-0.3329928,-0.7631363,-0.7533403,-0.27233,-0.8106072,-0.5791509,-1.1553622,-0.4894248,-0.7139441,-0.6082967,-0.8543011,-1.1536828,-0.5218756,-0.4276208,-0.3557347,NA,0.0956532763846679
"Q8N135",-0.5659135,-0.5630588,-0.4712257,-0.4851871,-0.7766878,-1.1523697,-0.7726594,-0.9818769,-0.7529453,-0.5467361,-0.7568822,-0.6066465,-0.8908042,-1.1386429,-1.0952356,-0.4232383,NA,0.613219883965786
"Q8N142",-1.18516,-0.8361538,-0.7837428,-0.9227387,-1.709406,-1.4031495,-1.5632877,-1.2884985,-1.4265764,-1.5188197,-1.4593692,-1.13363,-1.4172238,-0.7280612,-1.3503649,-1.1501774,NA,0.496216280534022
"Q8N145",0.528482623,0.827539718,0.637713292,0.580732887,0.336881326,0.290600799,-0.104510461,0.019415677,0.001492025,0.112696794,-0.061903802,-0.232988495,-0.042596007,0.511918061,-0.077929271,0.220504605,NA,0.637502372337459
"Q8N163",-0.156178812,0.15670066,-0.078723709,-0.044394913,-0.108868297,0.092222209,0.008185202,-0.064871242,0.020285312,0.096267499,-0.046312579,-0.000906023,0.122435182,-0.031362548,0.093132294,0.095170423,NA,0.350771582605462
"Q8N183",-0.1884344,-0.2733797,-1.1002668,-0.4307186,-0.8383598,-0.5298339,-0.5207743,-0.4471022,-0.4072776,-0.398295,-0.2990407,-0.2060868,-0.6747378,-0.4345117,-0.4340681,-0.3894814,NA,0.163285415098438
"Q8N1A0",-1.0692358,-1.018361,-0.7970259,-1.1072139,-1.4366502,-1.297529,-1.4119573,-1.3227172,-1.3336562,-1.3487834,-1.2894299,-1.0829783,-0.6677949,-1.0747059,-0.4990388,-0.2881611,NA,0.114546680074891
"Q8N1B4",0.240642933,0.237282145,-0.044804304,0.009911447,-0.014325918,-0.0573182,-0.031653502,-0.047930824,0.598212647,-0.009448754,0.292508933,0.126437758,0.112836764,0.108709249,0.017639298,0.301394913,NA,0.617412539164271
"Q8N1F7",-0.9921508,-1.0133747,-0.9850416,-0.6231005,-0.5876124,1.3134993,-0.8620345,-0.8711638,-0.6800055,-0.5394456,-0.6583422,-0.4801908,-0.3962106,-0.5946353,-0.3518741,-0.5551012,NA,0.895540800123036
"Q8N1G4",0.6249462,0.7399438,0.697661,0.7505306,0.8095,0.6862366,0.6561456,0.6694886,0.6140597,0.6490507,0.6084411,0.693151,0.7923044,0.6373448,0.6844173,0.6767015,NA,0.195044695985089
"Q8N1I0",-0.9594486,-1.0422831,-0.3398811,-0.9268662,-0.874578,-0.59076,-1.0474381,-0.6380196,-1.3040818,-0.7067703,-0.7373346,-0.8473707,-0.6691787,-0.6761083,-0.4487098,-0.6370288,NA,0.0779672806419118
"Q8N257",0.6772037,0.8224926,1.2685328,0.7540357,0.6872642,0.7566874,0.5534135,0.508417,0.8628262,0.8881046,0.6800113,0.5666585,0.2098015,1.0192547,0.9793552,0.855727,NA,0.102882474155897
"Q8N2F6",-1.108855169,-1.700971701,-0.977409261,-0.108526286,0.055197118,0.202075966,0.056993138,0.083875004,0.161439217,-0.002167371,0.191576654,0.342155189,0.026175593,0.141832785,-0.058655068,0.153383398,NA,0.195750316608873
"Q8N2G8",-0.8828168,-1.3347399,-0.3590975,-0.5704392,-1.4100621,-1.1481962,-1.1807512,-1.191498,-0.6975528,-0.7543151,-1.2006846,-1.096098,-1.2233019,-0.7732744,-1.0751302,-1.1969222,NA,0.882599260603786
"Q8N2K0",-0.2530672,-0.1414227,-0.588726,-0.1660708,-0.6054974,-0.5831401,-1.0347776,-1.1324369,-0.3756167,-1.0079336,-0.4562169,-0.5258648,-0.2687327,-0.9026261,-0.6747635,-0.5386491,NA,0.468866837155175
"Q8N2U0",-0.8004987,-0.8279206,-0.5550188,-0.3595471,-0.4697691,-0.5090375,-0.5183569,-0.4447786,-0.5012527,-0.6728453,-0.509533,-0.442652,-0.4085511,-0.3525613,-0.4070864,-0.4065784,NA,0.0295757268339581
"Q8N335",0.682682,0.8460078,0.6938586,0.7788811,0.886439,0.7510927,0.711025,0.7691358,0.6223095,0.869309,0.6838269,0.6079948,0.4652395,0.5724603,0.5335653,0.6934063,NA,0.05470453858362
"Q8N350",-1.749554,-1.02514,-1.43213,-1.192968,-1.046341,-1.249988,-1.259989,-1.082794,-1.657079,-1.403273,-2.063155,-1.961546,-1.513663,-1.546149,-2.373738,-1.964923,NA,0.0829888456392053
"Q8N370",-0.9740308,-1.0017024,-1.1880688,-0.708945,-0.7864307,-0.7435602,-1.1774562,-1.0756444,-1.1803476,-1.2635395,-1.8791111,-1.779584,-1.1438825,-1.6778433,-1.3156146,-1.8890975,NA,0.0430040067003416
"Q8N3E9",-0.29371401,-0.38244437,-0.269774422,-0.674354935,-0.319795451,-0.547194011,-0.526348151,-0.876728787,-0.463253823,0.121815604,-0.391166128,0.008857021,0.055093559,0.081281363,0.408443739,-0.135381837,NA,0.039850468203803
"Q8N3F0",0.04329657,-0.50141667,0.23373346,-0.08258005,0.04739333,-0.3169456,0.02127561,0.18226003,0.1655934,0.22890596,-0.48945734,0.26648125,-0.01399383,0.13206555,0.03338785,0.14865217,NA,0.201263307883684
"Q8N3I7",-1.037058,-2.404064,-1.7837,-2.003489,-1.865085,-1.798333,-1.944592,-1.793473,-1.78781,-1.811764,-1.76051,-1.457117,-1.760662,-1.74533,-1.658581,-2.088315,NA,0.581171573331499
"Q8N3J6",1.2421525,1.0242389,1.2217021,1.33027,1.3398763,1.2719877,1.2142106,1.2419646,0.9979448,1.0880189,0.9496403,0.8193388,0.7855381,0.7458699,0.6780594,0.9242197,NA,0.0100176545839347
"Q8N3K9",-0.6781183,0.8292988,0.7627254,0.972356,1.0332365,1.0741318,1.1753218,1.119896,1.0264628,1.1473461,0.9924214,1.1495497,0.8109405,0.8096941,0.9357989,0.9393392,NA,0.15396154202812
"Q8N3R9",-1.042787,-0.6114862,-0.983578,-0.9006435,-1.0045753,-0.6432844,-0.6346494,-1.0155226,-0.8118298,-0.6986643,-1.0149448,-0.8388927,-0.7557633,-1.0186486,-0.7723879,-1.017054,NA,0.33617175025684
